title,company,description
Software Engineer,Vestorly,"Engineering is at the core of Vestorly and we are looking to add the best, brightest, and most passionate software engineers to our teams. If you are excited about working with a cutting edge stack to solve hard problems, we want to talk to you. Our software engineers have come from a variety of backgrounds and have the talent and dedication to architecting, implementing, and shipping scalable, efficient, and reliable high quality software.

We expect our engineers to have experience in areas such as: TDD, Scrum, web-browser architecture, multi-threaded coding, data-science algorithms, protocol stack, core web languages such as JS/Ruby/Python, and Software design principles like MVC and the Gang-of-Four patterns."
Software Engineer,Adobe,"The Challenge

The Adobe Photoshop team is looking for a talented, optimistic Developer to join the Photoshop team. You will work on one of the core feature teams to deliver \""Adobe magic\"" to our customers. This is an opportunity to join a highly motivated team that is innovating, evolving and expanding Photoshop's functionality and expressive user interface. If you want your skills to be seen by millions of dedicated customers, this is the team for you.

What you will do
You and your team will deliver creative, high quality, robust features in the world's leading graphics software product: Photoshop.
You will work in an Agile development environment on one of the several Photoshop Scrum teams. Your daily work environment will be interactive, engaging and dynamic.
In your role, you will work closely with Quality Engineers, Product Management, Program Management and User Experience Designers to deliver compelling customer value.
You will be responsible for the design, specification, and implementation of new features.
In your role, you will write automation tests and perform code reviews.
You will work directly with our passionate customers to improve existing Photoshop features.
You will be supported and encouraged to be a key driver of process and methodology improvements across the team and all of Adobe.
What you need to succeed
Bachelor's Degree in Computer Science (Master's Degree preferred)
1+ years of experience in crafting and implementing large scale software products
Advanced level development skills in C/C++
Advanced level development experience writing optimized, high performant code
Experience with HTML/JavaScript/CSS
Working knowledge of Photoshop and other Adobe imaging products
Experience working in an Agile environment
Able to communicate technical details clearly to all levels of the organization
Able to work on initiatives that span multiple Creative Cloud products
Able to adapt quickly to changing priorities
At Adobe, you will be immersed in an exceptional work environment that is recognized throughout the world on Best Companies lists. You will also be surrounded by colleagues who are committed to helping each other grow through our unique Check-In approach where ongoing feedback flows freely.

If you’re looking to make an impact, Adobe's the place for you. Discover what our employees are saying about their career experiences on the Adobe Life blog and explore the meaningful benefits we offer.

Adobe is an equal opportunity employer. We welcome and encourage diversity in the workplace regardless of race, gender, religion, age, sexual orientation, gender identity, disability or veteran status."
IT Engineer,Fareportal Inc.,"The IT Engineer position is an individual contributor role and part of the IT Engineering & Operations group responsible for the architecture, design, implementation and project management of the companys internal and cloud-based infrastructure. Key focus areas of the position include:
Continuous Innovation: Continually look at emerging technologies and assess whether they are the right fit for Fareportal, with emphasis on creating cost savings and/or value-creation opportunities;
Technical Design: Design new hardware, software and network solutions based on the requirements and feedback of the business stakeholders. Redesign or refresh existing solutions to realign and meet our ever-changing business needs. Prepare and maintain architectural and design documentation of the companys infrastructure, both internal and cloud based.
Project Management: Owns IT Engineering projects and ensures that the solutions are delivered in a timely manner within the resource, budgetary and timeframe requirements.
Implementation: Ensure that the implementation of new solutions or the implementation of redesigned existing solutions is done in a quality way, work hand-in-hand with vendors and other internal departments.
Level 3 Technical Support: Provide advanced subject matter expertise and level 3 support services to the IT Operations teams.
Vendor Management: Manage relationships and work with vendors to escalate complex issues when appropriate; evaluation of vendor/supplier proposals.
Capacity Planning: Ensure capacity planning is reviewed on a regular basis in conjunction with other stakeholders. Coordinate and work collaboratively with other departments in order to understand and meet business requirements.
Budgeting & Forecasting Support: Contribute to budgetary requirements for new solutions or existing solution upgrades/replacements.
Disaster Recovery/Business Continuity: Contribute to business continuity and disaster recovery (DR) plans and initiates routine review and testing of DR plans.
Required Skills:
SME troubleshooting skills
Capacity planning
Solution architecture/designing
Project management & delivery
Strong knowledge of infrastructure technologies, networking and cloud-based services
Experience with high availability, high transaction volume technical environments; familiarity with online retail/commerce technology stacks.
Graduate/ IT Diploma with minimum of 10 years of in-depth infrastructure experience.
Minimum 5 years of leadership experience in leading IT teams
Minimum 5 years of leading projects"
"Staff Software Engineer, Backend",Spotify,"We are looking for a Staff Software Backend Engineer to join our team of talented engineers that share a common interest in distributed backend systems, their scalability and continued development. You will build the backend systems that power our application, scale highly distributed systems, and continuously improve our engineering practices. Above all, your work will impact the way the world experiences music.

What you’ll do
Be a technical leader within the team you work with and within Spotify in general.
Coordinate technical projects across teams within Spotify.
Facilitate collaboration with other engineers, product owners, and designers to solve interesting and challenging problems for delivering various media worldwide.
Be a valued member of an autonomous, cross-functional agile team.
Architect, design, develop, deploy and operate Java services that serve millions of users in a DevOps manner.
Be a leader of the Spotify-wide backend developer community affecting and driving our architecture across the company
Hack on what you want during regular hack days and bi-annual hack weeks.
Work from our awesome office in New York City where we solve problems in Monetization, Music Recommendations, Features for Artists, and Social Networking.
Who you are
You are an experienced technical leader.
You have 10+ years of experience in designing and building distributed, high-volume services in Java
You are experienced with deploying and operating services on Linux.
You have a deep understanding of system design, data structures, and algorithms.
You care about quality and you know what it means to ship high quality code.
We are proud to foster a workplace free from discrimination. We strongly believe that diversity of experience, perspectives, and background will lead to a better environment for our employees and a better product for our users and our creators. This is something we value deeply and we encourage everyone to come be a part of changing the way the world listens to music."
Software Engineer,World Wide Technology,"Candidates should have a minimum of 3 years' experience with the following knowledge, skills and attributes to be successful:
Advanced, modern software development methodologies such as agile, extreme (XP), lean, etc.
Developing server-side technologies in C#, .NET, Java, Ruby, etc.
Experience working with databases and SQL
Using continuous integration tools and automated testing
Design and architecture of large-scale applications
Using Test-Driven Development (TDD) or Behavior-Driven Development (BDD)
Knowledge of all elements of a full technology stack
Confidence and ability to determine requirements and lead development to completion
Ability to work in a startup environment backed by a large enterprise
Ability to dig in and understand complex models, business processes, and technologies
Ability to persevere when complexity presents itself
Passion for pairing, mentoring, coaching, and leading software teams
Eagerness to learn new languages, frameworks, and platforms
Excellent inter-personal skills and fluency in English (both verbal and written)
Availability to work locally in our offices in New York City (Midtown Manhattan)
Experience with the following knowledge, skills and attributes are preferred:
Experience developing for the cloud
Enterprise mobile application development: Java, Kotlin, Objective-C, or Swift"
Software Engineer,Voray,"About Voray
Voray is the platform built to spark and cultivate meaningful professional relationships that fuel success. The company was founded in 2016 by David Olk (ShopKeep), Mark Gerson (GLG), and Gavin Myers (Prudence Holdings), based on the belief that we connect most authentically with other like-minded people when we gather in person. Vorays SmartGatherings are intimate events that bring together successful, time-strapped professionals. Hosted by a thought leader and sponsored by an industry partner, each Voray event is highly curated and tailor-made to create opportunity, share knowledge, and experience true professional camaraderie. Post event, the Voray community can connect and communicate through the platforms powerful proprietary technology. At Voray, youll have the opportunity to grow and achieve at new levels, collaborating with our ambitious, brilliant, hard-working, and fun team while contributing to our culture of success.

About the Role
Were looking for a thoughtful, well-rounded and motivated software engineer to join our growing engineering team. If youre the right one for us, you take great pride in your work and are at ease working within an agile environment with minimal supervision.

Responsibilities
Work directly with product to add value throughout the entire application stack (Ruby, Rails and React)
Write, test and release quickly based on user, team, and company feedback
Participate in code reviews (we use GitHub) and provide quality feedback to help us all grow

Qualifications
3+ years relevant experience
Desire to write clean, scalable, and reliable software in a fast-paced work environment
Strong organizational and time management skills; ability to shift gears quickly and effectively
Strong ability to communicate effectively across technical and non-technical teams
Were a small team; a strong desire to take ownership of tasks and projects is a must
Benefits & Culture
You will be part of a dynamic and growing team in NYC. Given the small size and early age of the company, you will have the opportunity to have a profound impact on Vorays growth. We offer a competitive compensation package which includes health, dental, and vision insurance, life insurance, 401K, gym membership assistance, PTO, drinks and snacks, office massages, and team happy hours.

Diversity
Voray is an equal opportunity employer, and we actively cultivate a community and workplace that celebrates diversity. All employment decisions are made without regard to race, color, ancestry, religion, national origin, age, familial or marital status, sex, sexual orientation, pregnancy, gender identity or expression, disability, genetic information, veteran status, or any other classification protected by federal, state, or local law."
Software Engineer,Lifion,"Summary

Our Software Engineers get to work with the most progressive technologies in the business. We utilize Javascript with React on the front-end and Node.js on the back, Docker containers, Scala and more. If you are the kind of person who thrives in a challenging environment and has creative expertise and a thirst for pushing the limits, we are interested in you!

Our scrum teams are comprised of Software Engineers who get a thrill out of setting up test frameworks and thrives on quality code. If thats you, let us know and you can take the lead.

Responsibilities
Deliver highly automated, intelligent and predictive solutions for our client offerings
Responsible for building out the core frameworks of the metadata-driven platform being developed in-house, including building out the Source Control
Management piece that will allow application developers to have their own isolated development environments
Deliver innovative solutions to drive next generation user experiences, designs and technologies
Responsible for ensuring the successful transition to a Service Oriented Architecture framework with the help of containers
Spearhead POCs on the latest technologies and help Lifion by ADP move even faster
Choose the right tool for the right job
Minimum Qualifications
Knowledge of one of the JavaScript frameworks such as Angular.js, Backbone.js, Ember.js or React
Experience with OOP technologies like Java and C#
Must have had exposure to browser technologies like: JavaScript, CSS3, HTML5
Knowledge of agile development methodology
Strong knowledge of data structures, algorithms and run-time optimization
Strong OOP principles, knowledge of various languages such as C#, Java, C++, Ruby on rails, Python
Degree in Computer Science or related field (or in lieu of degree, 4 years of relevant work experience)
Preferred Qualifications
In depth and proven full stack enterprise experience with at least one major web development stack, preferably a progressive stack like JavaScript, CSS3, HTML5
Technical knowledge of RDBMS or NoSQL
Experience with React and Node.js
Experience with Test Driven Development (TDD)
Knowledge of Continuous Integration & Delivery methodologies"
Software Engineer,MSH Group,"Responsibilities:-
Develop services and web apps using C# and ASP.NET MVC
Lead and participate in technical and operations reviews
Create and manage automated deployments
Build and share reusable components
Grow the team by sharing your specialized skills

Qualifications:
A B.S. in Computer Science is MUST from Top B-Schools
A desire to learn and adapt to new technologies
A self-starting, entrepreneurial attitude
Strong object oriented programming experience in any language
Uses the right tools for the job
SQL Server or other database technology experience
A desire to keep improving
Capacity to manage humans and code
Smart, gets things done

Additional skills:
Experience with various javascript frameworks (bootstrap.js, React.js, etc.)
Experience with dependency injection
Experience using source control (Git)
Experience automating deployments (Puppet, Team City)
provided by Dice
.Net, ASP.Net, C#, Full Stack, Angular.JS, React.JS, JavaScript"
Software Engineer,Neverware,"DESCRIPTION

Who We Are

Neverwares flagship product, CloudReady, reimagines the desktop operating system by prioritizing security, manageability, and of course, performancewhether your computer is brand new or 10 years old. With CloudReady, schools and enterprise organizations alike can maximize their IT investments by transforming their existing fleets of PCs and Macs into simple, secure, and fast machines that provide the same user experience and management as Chromebooks. As covered by media outlets such as the Wall Street Journal, CNN, CNET, LifeHacker and TechTarget, CloudReady is disrupting the way organizations think about hardware refreshes while enabling affordable, secure access to modern technology. A VC-backed organization, Neverwares investors include Google, Khosla Ventures, General Catalyst, and Rethink Education.

Who You Are

Youre an engineer who has some years under your belt, and wants to work on a unique product built on open source technology. Maybe you want to be a part of a small and dedicated team that makes great products users actually want. Maybe you want the freedom to implement features the way you think they should be built. Or maybe youve just always wanted to professionally develop and ship a Linux operating system. Above all youre an enthusiastic engineer who loves making great products and solving problems.


Responsibilities

As a Software Engineer at Neverware, youll be working on our engineering team to continue to develop great products and deliver them to customers who need them. From day one youll begin to work on and refactor existing features, in addition to architecting and building new ones. Youll be primarily developing in C++ and Python, and working with a large amount of open source code.You can expect to:
Have general autonomy when architecting and implementing new features
Write code that gets shipped out to customers and updated at regular intervals
Have a voice and a vote during technical discussions
Have a flexible schedule to get your code written
REQUIREMENTS
2 or more years developing software professionally
Experience with C++
Experience with Python
Experience with Linux operating systems

Bonus
Experience with the Chromium Browser and/or Chromium OS source code
Experience with AWS"
Software Engineer,Rockport Group,"Quality Assurance Lead
New York
Job Description

Rockport, a leading SaaS technology provider supporting the commercial real estate sector, is seeking an experienced QA Lead who can play a supporting role to the Director of QA in implementing, leading and executing all aspects of Quality and Testing. The role requires hands-on QA expertise, ability to take initiative and develop and evolve our QA processes. The right candidate will be able to analyze the systems to determine what to test, the priority of those tests and the best way to test.

Skills and Experience
5+ years' experience in the software quality field including prior hands-on quality engineering experience
Demonstrated experience developing and executing test cases, scripts, plans and procedures to support various development methodologies
Familiarity with entire software development life cycle and test cycles (Unit, Regression, Functional, Systems, Stress & Scale, Smoke & Sanity)
Understanding of multi-tier web application architecture and deployment
Understanding of existing QA best practices and methodologies to design, implement and automate processes
Experience coordinating with external QA resources
Prior success using a metrics-driven approach and closed-loop feedback to improve software deliverables and improve predictability and reliability of releases
Detailed and effective written communication skills for documenting the features tested and bugs found using JIRA
Highly organized, detail oriented, extremely responsive and able to prioritize a large number of tasks
Self-motivated, works well independently and with others

Responsibilities
Evolve formal QA processes with the guidance of the Director of QA, ensuring that the team is using industry-accepted best practices.
Oversee aspects of quality assurance in a dedicated area including establishing metrics, applying industry best practices, and developing new tools and processes to ensure quality goals are met.
Act as key point of contact in a dedicated area for all QA aspects of releases, providing QA services and coordinating QA resources internally and externally.
Lead and mentor QA team members, as well as manage outside contract testers.
Develop and execute test cases, scripts, plans and procedures (manual and automated).
Diagnose defects and track them from discovery to resolution.
Partner with engineering teams to stay informed of new technologies being introduced and to ensure that system components are designed for testability.
Respond to all requests from team members in a timely professional manner.

Benefits
Competitive compensation package
Top of the Line Laptop and Unlimited Monitors
Watson Automatic Sit-Stand Desks
Comfy Steelcase chairs
Free Snacks

Disclaimer

The above statements are intended to describe the general nature and level of work being performed by people assigned to this classification. They are not to be construed as an exhaustive list of all responsibilities, duties, and skills required of personnel so classified. All personnel may be required to perform duties outside of their normal responsibilities from time to time, as needed."
Software Engineer,OrderGroove,"OrderGrooves Relationship Commerce Cloud makes our clients an indispensable part of their customers lives. With our proven combination of technology, data science and people, our clients can transform their business from one-and-done transactions to ongoing customer relationships that deliver increased revenue, predictability and profitability.

Were a dynamic, fast-paced environment where you will be involved in building something of real value from the ground-up. We're looking for bright, talented individuals who are excited about innovation, growth, and the exciting world of consumer-focused, relationship commerce. If youre driven by a desire to solve problems and deliver groundbreaking insights and solutions youll fit in perfectly!

Our Software Engineers are problem solvers who get excited about pushing the boundaries of what we can achieve, love learning and thrive in a fast-paced, collaborative environment. We are quickly changing the way people shop and how online retailers develop customer loyalty. Were looking for Full-Stack Software Engineers who can help us achieve this goal. The ideal candidate should be a hacker by nature, who isnt afraid to learn new languages and gets excited about working with the latest technologies. You can check out more about the work we are doing on our engineering blog!


The skinny:
You will develop OrderGroove's Subscription platform with some of the biggest brands in the world, impacting the lives of millions of users.
You will code, write some tests, grab a drink, but most importantly collaborate with an awesome group of highly passionate engineers.
Opportunity to build and learn distributed systems centered around high-availability and continuous deployment.

The specs:
2+ years back-end development, full stack experience is a plus
Python or Django, Celery preferred but not required
Bachelors, or Masters degree in Computer Science, Engineering or a related field preferred
Working knowledge of JavaScript, HTML, CSS, etc
Hacker by nature, we can find you on the weekends hacking up new apps
Passionate about leveraging the best of breed technology and eager to learn new skills
Proven team player and a natural leader
Pluses:
Vanilla javascript front-end development
Previous eCommerce experience
Start-up and SaaS experience strongly preferred
About OrderGroove:

Were a close-knit team of 60, have raised over $37M in venture capital and are passionate about transforming the business of commerce!

Recently named one of New Yorks Hottest Tech Start-Ups, our collaborative culture drives independent thinking and ideas with a get-it-done attitude. We get up every morning to change how commerce is done in partnership with our clients, some of the top brands and retailers in the world. We demand the best of ourselves and each other and never miss an opportunity celebrate our team and our success. Company events include activities like wine tours, summer BBQs and game nights where we can get together and have fun. We compete hard for the industry's best talent by offering employees one of the most flexible PTO policies you'll find, highly competitive compensation and stock option grants - And our New York HQ boasts a 6,000 sqft private terrace overlooking beautiful downtown Manhattan. By joining the OrderGroove team you'll be helping to transform the business of commerce and have fun while doing it! If you're ready for a high-impact role at a game-changing, fun company, we invite you to learn more and apply!"
Software Engineer,Dow Jones,"Job Description:

Responsibilities:
As part of a cross-functional agile software team, you will design, implement,and maintain our web applications in a highly collaborative environment
Participate and lead technical discussions about technology, infrastructure and consider the pros/cons of a technology choice based on business value, scalability, maintainability and project delivery performance.
Support Dow Jones technical cultural values and are capable of driving toward solutions independently, seeking feedback when appropriate.
Maintain and share knowledge in emerging technologies and tools in the industry
Being able to prioritize and manage work, adhering to critical project timelines in a fast-paced environment.
Work on shared technologies across multiple products to deliver high impact features
Basic Qualifications:
3+ years experience developing web applications
Proven understanding of Computer Science fundamentals including web development, service-oriented architecture, cloud computing, test driven development and domain driven design.
Working knowledge of web based technologies with a combination of the following: HTML5, CSS, JavaScript, JSON
Preferred Qualifications:
BS/MS in Computer Science or equivalent
Fluency in one JavaScript Framework preferably React
Exposure to Docker, AWS or other cloud or container based application deployment a plus
Experience with NoSQL S3, Redis, Memcached, BigQuery, ElastiCache, ORM
Dow Jones , Making Careers Newsworthy

All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, protected veteran status, or disability status. EEO/AA/M/F/Disabled/Vets .

Dow Jones is committed to providing reasonable accommodation for qualified individuals with disabilities, in our job application and/or interview process. If you need assistance or accommodation in completing your application, due to a disability, please reach out to us at TalentResourceTeam@dowjones.com . Please put Reasonable Accommodation"" in the subject line.

Business Area: TECHNOLOGY - PROD & ENG

About Us

Dow Jones is a global provider of news and business information, delivering content to consumers and organizations around the world across multiple formats, including print, digital, mobile and live events. Dow Jones has produced unrivaled quality content for more than 125 years and today has one of the worlds largest news gathering operations globally. It produces leading publications and products including the flagship Wall Street Journal, Americas largest newspaper by paid circulation; Factiva, Barrons, MarketWatch, Financial News, DJX, Dow Jones Risk & Compliance, Dow Jones Newswires, and Dow Jones VentureSource.Dow Jones is a division of News Corp (NASDAQ: NWS, NWSA; ASX: NWS, NWSLV).

If you require assistance in completing the online application, please contact the Talent Management team for Application Help at TalentResourceTeam@dowjones.com

JobReq13083"
Software Engineer,IBG LLC,"Interactive Brokers LLC, a subsidiary of Interactive Brokers Group, Inc. (NASDAQ: IBKR) is a direct access electronic broker catering to the needs of professional and frequent traders, institutional investors, financial advisors, and introducing brokers. Our clients have access to more than 120 market centers in 26 countries from a single account. We are the lowest cost provider of brokerage services and the largest U.S. electronic broker based on daily average revenue trades executing over 800,000 trades per day.[i] Our employees are part of a dynamic, multinational, fast-paced, results-oriented team working to provide our customers with state-of-the-art trading technology, superior execution capabilities, worldwide electronic access, and sophisticated risk management tools.

[i] Figures as of January 1, 2018. Information on the company can be found at www.interactivebrokers.com

Click the link to view a short video with a few words from current Interactive Brokers employees: https://www.interactivebrokers.com/en/index.php?f=31899
Design and develop applications and services supporting IBs rapidly growing customer base.
Build software that supports the expansion of IB brokerage business into new markets around the world.
Optimize and refactor existing code for improved reliability and performance.
Write and maintain design and engineering documentation.
Bachelors or Masters Degree in Computer Science or related degree.
Minimum 5 of professional programming experience.
At least 3 years of Java or C++ programming experience.
Python, Perl or similar scripting language experience.
Relational databases experience.
Strong analytical skills.
Good communication skills.
Prior experience in finance is preferred, but not required."
Software Engineer,Capgemini,"Responsibilities

Position Details:
Position Type: Full Time Job
Job Location: Hartford, CT
Job Title: Software Developer
Required Skills:
Implement high complexity component of the design.
Involve in development of the software, mentor junior team members.
Review the Code / Implemented design as per proposed solution
Engage in ongoing collaboration with QA, BA, Product Owners, Project Managers and other teams to continually strive for transparent and efficient working relationships
Coach and mentor employees in all aspects of software engineering and career development
Implement and manage change within the team and across the organization
Think strategically for solution design and deliver tactically.
Establish technology standards and ensure compliance across all product lines"
Software Engineer,Attune Insurance,"At Attune (in partnership with Two Sigma), we are empowering small businesses to stay safe and sound by transforming how they access insurance. Software engineers at Attune drive us to solve technical challenges quickly and effectively. You will work on core systems & products, where you will design, test, and ship great code regularly. You will also collaborate with our partners, as well as cross-functional experts in design, insurance, and operations to build features that power the many insurance brokers (and in turn, SMBs) who use Attune across the country.

You will:
Work with a wide range of systems and technologies to solve problems from end-to-end
Build new features for internal and external users
Help build high engineering standards & culture for Attune
Collaborate with cross-functional stakeholders, like: our partner Two Sigma/TSIQ, large insurance carriers, 3rd party data providers, and many others
You might be a fit if you:
Enjoy working on a variety of software engineering and product problems; an “anything it takes to service our users” mentality
Feel comfortable diving into foreign systems (there are many of these in finance, and particularly within insurance)
(However) are passionate about utilizing new technology to make a legacy industry run faster & better (for the first time in decades)
Can be a champion for our users (both insurance brokers AND SMBs)
Enjoy working with a diverse group of people with different expertise
Enjoy learning new technologies and languages quickly
Have a bias for execution
Have studied computer science in some form (ideally a BS/MS, but not a strict requirement)
You might work on:
Partnering with Two Sigma to deliver new insurance products to our brokers.
Building internal data analysis tools for our team.
Improving broker onboarding alongside our front-end PM.
About Attune

What’s your favorite small business? The dog walker, corner bakery, dry cleaner down the block? We each rely on them because they take care of us. At Attune, we take care of them.

In partnership with Two Sigma, Attune is transforming how small businesses access the insurance they need to grow and protect their businesses. We are building technology that simplifies the process for small businesses to get what they need to survive. Instead of requiring answers to hundreds of questions, our platform aggregates the necessary data from different sources and then uses analytics to create tailored products that can be delivered in seconds.

Attune Insurance Services, LLC is an Equal Opportunity/Affirmative Action employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, disability, or protected Veteran status."
Software Engineer - new technology!,CyberCoders,"Software Engineer - new technology!
If you are a Software Engineer with big data experience, please read on!

We are based in Midtown Manhattan and are a powerful technology solutions firms with offices in Australia and the UK. We are a leading solutions firm providing our clients with advanced analytics and software to solve complex problems. Due to growth and demand for our services, we are in need of hiring a talented Software Engineer who has experience with big data technologies and containerization tools. We are looking for a talented individual who is passionate about technology and for high growth opportunity.

If you are ready to take your skills to new heights, apply immediately!

Top Reasons to Work with Us
Do what no one else is doing!
Exciting collaborative environment.
Work alongside top talent solving complex problems for leading global organizations.

What You Need for this Position
At Least 3-8 Years of experience and knowledge of:
Python
Java
MapR
SPARK
Impala
R
SQL
Linux
What's In It for You
$100k-$150k (DOE)
Benefits
401 (k)
High Performance Development Environment

So, if you are a Software Engineer with experience, please apply today!
Applicants must be authorized to work in the U.S.

CyberCoders, Inc is proud to be an Equal Opportunity Employer
All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, disability, protected veteran status, or any other characteristic protected by law.

Your Right to Work In compliance with federal law, all persons hired will be required to verify identity and eligibility to work in the United States and to complete the required employment eligibility verification document form upon hire."
Software Engineer,New Classrooms,"About the Team

Our software engineering team designs and develops the services and applications used to deliver our flagship program, Teach To One: Math. Our engineers span a range of backgrounds, skill sets, and experience levels, but are all high-performing, dedicated, and fantastic to collaborate with. With full support from a leadership team that gets it, we are rebuilding our entire technology platform in order to scale to the future of math education.

About the Technology
Angular 5 (6 soon) and therefore TypeScript
Modern RESTful services built with .NET Core 2+, C#, and OAuth 2 / OpenID, all running on a PaaS and not tied to any particular OS
Microsoft SQL Server
MongoDB but only for distributed caching and locking
Microsoft Azure and Amazon Web Services
The Atlassian ecosystem: JIRA, Confluence, Bitbucket, and Bamboo
About You

You seek out worthwhile challenges, thrive in complexity, and find satisfaction in making complicated things simpler. Your technical depth is matched by your depth of character; nothing is ever “someone else’s problem” to you. Your teammates can always count on you in a pinch; you exhibit grace under pressure. You’re always learning and always improving. You let nothing stand in your way because success is the only option when serving the greater good.

What We’re Looking For
Expertise in JavaScript (especially TypeScript and Angular), HTML, and CSS.
C# expertise. We’re also open to candidates who are strong in another language and interested in learning C#.
Familiarity with SQL.
Solid understanding of REST, HTTP, and Internet/web/cloud fundamentals.
Extraordinary attention to detail.
Excellent written, verbal, and visual communication skills.
Application Information

Equal Opportunity

All qualified applicants will receive consideration for employment without regard to age, race, creed, color, national origin, ancestry, marital status, affectional or sexual orientation, gender identity or expression, disability, nationality or sex.

Work Authorization

In compliance with federal law, all persons hired will be required to verify identity and eligibility to work in the United States and to complete the required employment eligibility verification document form upon hire."
Manager Network Engineer- New York Proton Center,ProHEALTH Care,"Located in Manhattan, The New York Proton Center (NYPC) is one of the most unique and respected clinical partnerships in the world of proton therapy. The collaboration between Memorial Sloan Kettering Cancer Center, Montefiore Medical Center and Mount Sinai Health System brings state of the art proton therapy treatment to the patients of New York and the surrounding areas. The Consortium is managed by ProHEALTH Medical Management, LLC.
Our team at NYPC is comprised of highly motivated, passionate, professional and engaged individuals working together as a dynamic team to deliver an exceptional level of patient care, providing the most advanced proton therapy technology. We offer our employees a competitive compensation and benefits package with flexibility for growth and career advancement.
This role is responsible for the day-to-day technical operations of the Network Engineering department, including staff management by providing guidance to ensure that the Network Engineering staff understand and execute all functions in accordance with Company policies and procedures.


Responsibilities:
Lead the Network Engineering function
Responsible for Network and Security Management, emergency response, design and deployment of new technology and processes that would contribute to cost savings and/or productivity improvements, administration and development of network and voice usage policies and standards, proactive management of security and network systems that protect corporate data
Recruit and train employees, develop personal growth opportunities, provide leadership for employee relations, effectively communicate job expectations, coach, train, counsel and discipline employees and developer, coordinate and enforce systems and policies
Perform hands-on technical work on escalated Network Engineering matters; refer major hardware and/or software issues or defective product issues to vendors or department Management for service
Contribute to the Network Engineering team effort by accomplishing related results as needed
Motivate staff to accomplish important objectives and multiple demands and creates a sense of urgency in all tasks
Hold the Network Engineering team accountable for their deliverables and ensure that projects are delivered by agreed timelines
Develop systems and tools for effective task execution
Implement, manage and evaluate Network Engineering operation processes and procedures, in accordance with the standards and procedures set out by the organization
Qualifications:
Bachelor's degree in Computer Science or relevant degree
Cisco Certification CCNP preferred, CCIE a plus
10 years of experience working with network and telecommunications technology and asset
Thorough practical knowledge and experience using Cisco systems, routing and switching using Cisco hardware and software
Advanced work experience with specified hardware and software and variety of network protocols involved in LAN and WAN interfacing, security, internet protocols and TCP/IP, and network infrastructure
Experience in Telecommunications Facilities including MPLS and DSL
Experience with firewalls
Experience with VoIP, Network Protocols, IP telephone systems, voice mail systems and gateways.
IP Networking & IP Telephony (IP phones, SIP Trunking, etc.)
Voice/Data Cabling System Design & Implementation and Various Communications Technologies (T1/T3, DSL, ISDN, VOIP, POTS, Wireless/Cellular Devices & Services, Audio/Video Conferencing Systems, etc.)
Experience managing other Cisco Engineers (CCNA)
Strong background in disaster recovery and business continuity
Ability to work in both strategic and operational situations
Experience with Cisco routers and switches and firewalls a must
Excellent verbal and written communication skills
Strong mentoring skills
Experience in a high-availability, fast-paced environment
Strong customer service focus and experience working with operations
Proven problem solving, organization and communication skills are essential

The New York Proton Center (NYPC) strives to maintain a workplace that accepts and appreciates the differences among our employees. The company will not discriminate against any applicant or employee based on age, race, gender, color, religion, national origin, ancestry, disability, marital status, covered veteran status, sexual orientation, gender identity and/or expression, genetic information, status with respect to public assistance or any other characteristic protected by state, federal, or local law."
